item_id,title,budget,genres,origin_country,production_companies,overview,
439,Amityville: A New Generation (1993),0,"Comedy, Drama","France, Italy","Cinecittà Studios, Pathé Consortium Cinéma, Riama Film","Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",/skFeWHHBwbQNfXep9OEdrQPJKoS.jpg
440,Amityville II: The Possession (1982),40000000,"Action, Science Fiction",United States of America,"Dune Entertainment, Davis Entertainment, 20th Century Fox, Brandywine Productions","After a horrifying PredAlien crash-lands near a small Colorado town, killing everyone it encounters and producing countless Alien offspring, a lone Predator arrives to ""clean up"" the infestation.",/jCyJN1vj8jqJJ0vNw4hDH2KlySO.jpg
441,"Amityville Horror, The (1979)",6000000,"Drama, Comedy","France, United States of America","StudioCanal, Fine Line Features, Good Machine, Beverly Detroit Studios, Partizan","A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.",/8FlxH4q1plGzdoJmK2VHgap3Ly7.jpg
442,"Amityville Curse, The (1990)",2224000,"Comedy, Drama","Denmark, Finland, Sweden","Solar Films, Happy End Filmproductions, Filmpool Nord, SF Studios, Fine & Mellow Productions","Matti and Niila, growing up in the mid-sixties in the harsh and conservative environment of a Finnish-speaking part of Tornedalen in Swedish Laponia, close to the Finnish border. Their big dream is to become rock stars. In the present the now grown-up Matti feels guilt for the death of his drug-addicted rock star friend Niila.",/79nUxKn6kPagIOHcOMsev3UxT38.jpg
443,"Birds, The (1963)",0,Unknown,Unknown,Unknown,Unknown,Unknown
444,"Blob, The (1958)",0,Unknown,Unknown,Unknown,Unknown,Unknown
445,"Body Snatcher, The (1945)",8731048,"Mystery, Drama","Austria, France, Germany, Italy","Les Films du Losange, Wega Film, Bavaria Film, BIM Distribuzione","George, host of a television show focusing on literature, receives videos shot on the sly that feature his family, along with disturbing drawings that are difficult to interpret. He has no idea who has made and sent him the videos. Progressively, the contents of the videos become more personal, indicating that the sender has known George for a long time.",/IC2BPYDSsNPP1Q1VuXUiKrRwbU.jpg
446,Burnt Offerings (1976),0,Drama,Germany,"Claussen+Wöbke Filmproduktion, ZDF",Lichter is an episodic tale from Hans-Christian Schmid about the life on the border between Germany and Poland. The film sheds light on the everyday stories of escape and desperateness.,/vpKnM9Vc8jADfOfhM9ftOCimKv9.jpg
447,Carrie (1976),0,Unknown,Unknown,Unknown,Unknown,Unknown
448,"Omen, The (1976)",0,Unknown,Unknown,Unknown,Unknown,Unknown
449,Star Trek: The Motion Picture (1979),0,Unknown,Unknown,Unknown,Unknown,Unknown
450,Star Trek V: The Final Frontier (1989),0,Unknown,Unknown,Unknown,Unknown,Unknown
451,Grease (1978),3600000,"Drama, Romance","France, United Kingdom, United States of America","Initial Productions, United Artists, Lumière Pictures, Metro-Goldwyn-Mayer","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",/wIfP6uLXD9Ptu68SyRx8WuSNNSK.jpg
452,Jaws 2 (1978),2500000,"Comedy, Drama","Denmark, France, Germany, Netherlands","Zentropa Entertainments, DR TV, La Sept Cinéma, Liberator Productions, VPRO, Argus Film Produktie, ZDF/Arte",With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,/zICUj2GCVubqp6p9BgpmudNVfvR.jpg
453,Jaws 3-D (1983),58000000,"Drama, Romance",United States of America,"Universal Pictures, DreamWorks Pictures, Imagine Entertainment","Brilliant mathematician, John Nash, is on the brink of international acclaim when he becomes entangled in a mysterious conspiracy.",/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg
454,Bastard Out of Carolina (1996),14500000,"Drama, Romance","Australia, Mexico, United States of America","20th Century Fox, Bazmark","In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",/eLf4jclPijOqfEp6bDAmezRFxk5.jpg
455,Jackie Chan's First Strike (1996),3500159,"Comedy, Drama","Germany, United Kingdom, United States of America","Kintop Pictures, Bend It Films, Roc Media, Road Movies","Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",/2dzSBmFWWqt8NbnubJKIWU21Y86.jpg
456,Beverly Hills Ninja (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
457,Free Willy 3: The Rescue (1997),0,"Comedy, Drama",Austria,Erma-Film,"The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Néné to Austria where Néné will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love.",/iGy9j4AdhkiOYRYeTSpq7g3zayL.jpg
458,Nixon (1995),0,"Drama, Comedy",Austria,Erma-Film,"Sissi is now the empress of Austria and attempts to learn etiquette. While she is busy being empress she also has to deal with her difficult new mother-in-law, while the arch-duchess Sophie is trying to tell the emperor how to rule and also Sissi how to be a mother.",/mfX5FyxrRSJ4qFqQndmXGQ8ZPxC.jpg
459,"Cry, the Beloved Country (1995)",0,"Romance, Drama",Austria,Erma-Film,After a wonderful time in Hungary Sissi falls extremely ill and must retreat to a Mediterranean climate to rest. The young empress’ mother takes her from Austria to recover in Madeira.,/6LQaN8KGQcakpRHkGac2FqWfLxQ.jpg
460,"Crossing Guard, The (1995)",0,Comedy,Germany,"WDR, BR, ARTE, X Filme Creative Pool, ARD",Germany director Dani Levy filmed this comedy about Jewish life in today’s Germany along side the familiar east-west conflict. With it great success this film is a joyful comedy of humor and knowledge.,/sDAVHwXZI3yMSBOqjZGtiEyfhQt.jpg
461,Smoke (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
462,Like Water For Chocolate (Como agua para chocolate) (1992),52000000,Drama,United States of America,Jersey Films,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",/xbMEHLu36LyptPD29FxVTndpYZ1.jpg
463,"Secret of Roan Inish, The (1994)",0,Unknown,Unknown,Unknown,Unknown,Unknown
464,Vanya on 42nd Street (1994),0,"Romance, Drama","Denmark, Sweden","GF Studios, Sonet Film, Filmpool Nord, SVT, K. Pollak Film, ASA Film Production",A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir which is not easily accepted by the town yet the choir builds a great love for their teacher.,/ygJ6RQQSmXRQLPpUKP9SCdKXSKJ.jpg
465,"Jungle Book, The (1994)",0,"Drama, Romance",France,"CB Films, French Productions","Lili, a pouty and voluptuous 14-year-old, is caravan camping with her family in Biarritz. She's self-aware and holds her own in a café conversation with a concert pianist she meets, but she has a wild streak and she's testing her powers over men, finding that she doesn't always control her moods or actions, and she's impatient with being a virgin. She sets off with her brother to a disco, latching onto an aging playboy who is himself hot and cold to her. She is ambivalent about losing her virginity that night, willing the next, and determined by the third.",/8ClbHCNKkTQggKLKFUVLLVVokdV.jpg
466,Red Rock West (1992),2500000,"Thriller, Mystery",United States of America,"Gus Productions, Warner Bros. Pictures",A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,/tVyINAsNGSgD1OIstqwCcs7wyGH.jpg
467,"Bronx Tale, A (1993)",4158370,"Crime, Drama","France, United Kingdom","Pathé, UK Film Council, StudioCanal, Cowboy Films, Granada Productions, Impact Pictures",Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.,/zVDhZHjcE0ksNfFSsJVoxDdAYCJ.jpg
468,Rudy (1993),2500000,Drama,United States of America,"New Line Cinema, Fine Line Features","In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters is a hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",/p9E6Wp6RaqxH1ORy4mNL9Jgas48.jpg
469,Short Cuts (1993),0,"Comedy, Drama","Germany, United States of America","Cinesthesia Productions, Grokenberger Film Produktion, ZDF","A Hungarian immigrant, his friend, and his cousin go on an unpredictable adventure across America.",/Q9wdlNjBOti4JhAjAQXphzShw3.jpg
470,Tombstone (1993),20000000,"Drama, Crime",United States of America,"This is that, Y Productions, Mediana Productions Filmgesellschaft, Focus Features","Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",/hdS0to9nUpgK0Zm1bZAF6BWRae7.jpg
471,Courage Under Fire (1996),0,Drama,"France, Germany, Poland, United Kingdom",Douek Productions,"Shipped off to a Romanian orphanage to finish his sentence, a British criminal finds romance but also discovers corruption inside the facility.",/fs5mushBGKZbt4ZaRjgfPBQKMRU.jpg
472,Dragonheart (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
473,James and the Giant Peach (1996),60000,"Mystery, Drama",United States of America,"Harvest Filmworks, Plantain Films, Protozoa Pictures, Truth & Soul","A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",/3LeZFy7lwDRJBTqNLMkNLTmyHzb.jpg
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0,Unknown,Unknown,Unknown,Unknown,Unknown
475,Trainspotting (1996),2500000,"Crime, Drama",United States of America,"Tatira-Hiller Productions, Warner Bros.-Seven Arts","In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",/sCSQFK9kMsprT4jgWqgw82dT6WI.jpg
476,"First Wives Club, The (1996)",2500000,"Drama, Crime",United States of America,Avenue Pictures,"Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever.",/2bQXK39axyedUL6DE1pzdMYgAw1.jpg
477,Matilda (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
478,"Philadelphia Story, The (1940)",0,Unknown,Unknown,Unknown,Unknown,Unknown
479,Vertigo (1958),46000000,"Action, Adventure","Germany, United States of America","Paramount Pictures, Scott Rudin Productions, New Deal Productions, Shaft Productions, Munich Film Partners & Company (MFP) GHS Productions","New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",/5ncvnNPaN73cOqD4muE413sSOyY.jpg
